episode_date,episode_number,rating,rel_link,season_num,show,title,votes,formatted_date,formatted_votes
15 Mar. 2012,12,7.8,/title/tt2268675/,6,30 Rock,St. Patrick's Day,(431),2012-03-15,431
22 Mar. 2012,13,7.7,/title/tt2288183/,6,30 Rock,Grandmentor,(409),2012-03-22,409
22 Mar. 2012,14,8.4,/title/tt2301311/,6,30 Rock,Kidnapped by Danger,(488),2012-03-22,488
29 Mar. 2012,15,7.6,/title/tt2306893/,6,30 Rock,The Shower Principle,(382),2012-03-29,382
5 Apr. 2012,16,7.8,/title/tt2318791/,6,30 Rock,Nothing Left to Lose,(391),2012-04-05,391
12 Apr. 2012,17,7.7,/title/tt2327679/,6,30 Rock,Meet the Woggels!,(408),2012-04-12,408
19 Apr. 2012,18,7.9,/title/tt2336545/,6,30 Rock,Murphy Brown Lied to Us,(408),2012-04-19,408
26 Apr. 2012,19,8.8,/title/tt2336547/,6,30 Rock,Live from Studio 6H,(670),2012-04-26,670
3 May 2012,20,7.4,/title/tt2361603/,6,30 Rock,Queen of Jordan 2: The Mystery of the Phantom Pooper,(480),2012-05-03,480
10 May 2012,21,7.9,/title/tt2372467/,6,30 Rock,The Return of Avery Jessup,(391),2012-05-10,391
17 May 2012,22,8.1,/title/tt2396785/,6,30 Rock,What Will Happen to the Gang Next Year?,(413),2012-05-17,413
4 Oct. 2012,1,7.8,/title/tt2224126/,7,30 Rock,The Beginning of the End,(428),2012-10-04,428
11 Oct. 2012,2,7.8,/title/tt2407860/,7,30 Rock,Governor Dunston,(428),2012-10-11,428
18 Oct. 2012,3,8.0,/title/tt2424854/,7,30 Rock,Stride of Pride,(403),2012-10-18,403
25 Oct. 2012,4,8.0,/title/tt2439868/,7,30 Rock,Unwindulax,(413),2012-10-25,413
31 Oct. 2012,5,7.7,/title/tt2445808/,7,30 Rock,There's No I in America,(389),2012-10-31,389
15 Nov. 2012,6,7.7,/title/tt2487140/,7,30 Rock,Aunt Phatso vs. Jack Donaghy,(378),2012-11-15,378
29 Nov. 2012,7,8.4,/title/tt2514464/,7,30 Rock,"Mazel Tov, Dummies!",(407),2012-11-29,407
6 Dec. 2012,8,8.1,/title/tt2539360/,7,30 Rock,My Whole Life Is Thunder,(403),2012-12-06,403
10 Jan. 2013,9,8.4,/title/tt2587572/,7,30 Rock,Game Over,(432),2013-01-10,432
17 Jan. 2013,10,8.1,/title/tt2569748/,7,30 Rock,Florida,(380),2013-01-17,380
24 Jan. 2013,11,8.5,/title/tt2627896/,7,30 Rock,A Goon's Deed in a Weary World,(419),2013-01-24,419
31 Jan. 2013,12,9.1,/title/tt2646974/,7,30 Rock,Hogcock!/Last Lunch,(689),2013-01-31,689
Jun. 2003,0,7.8,/title/tt0533518/,1,Buffy the Vampire Slayer,Unaired Pilot,"(1,289)",2003-06-01,1289
10 Mar. 1997,1,8.5,/title/tt0452716/,1,Buffy the Vampire Slayer,Welcome to the Hellmouth,"(3,265)",1997-03-10,3265
10 Mar. 1997,2,8.3,/title/tt0533501/,1,Buffy the Vampire Slayer,The Harvest,"(2,811)",1997-03-10,2811
17 Mar. 1997,3,8.2,/title/tt0533527/,1,Buffy the Vampire Slayer,Witch,"(2,830)",1997-03-17,2830
24 Mar. 1997,4,7.6,/title/tt0533494/,1,Buffy the Vampire Slayer,Teacher's Pet,"(2,724)",1997-03-24,2724
31 Mar. 1997,5,8.0,/title/tt0533459/,1,Buffy the Vampire Slayer,Never Kill a Boy on the First Date,"(2,578)",1997-03-31,2578
7 Apr. 1997,6,8.0,/title/tt0533505/,1,Buffy the Vampire Slayer,The Pack,"(2,696)",1997-04-07,2696
14 Apr. 1997,7,8.9,/title/tt0533388/,1,Buffy the Vampire Slayer,Angel,"(2,813)",1997-04-14,2813
28 Apr. 1997,8,7.4,/title/tt0533445/,1,Buffy the Vampire Slayer,"I, Robot... You, Jane","(2,603)",1997-04-28,2603
5 May 1997,9,8.2,/title/tt0533507/,1,Buffy the Vampire Slayer,The Puppet Show,"(2,647)",1997-05-05,2647
12 May 1997,10,8.6,/title/tt0533462/,1,Buffy the Vampire Slayer,Nightmares,"(2,581)",1997-05-12,2581
19 May 1997,11,8.2,/title/tt0533467/,1,Buffy the Vampire Slayer,"Out of Mind, Out of Sight","(2,517)",1997-05-19,2517
2 Jun. 1997,12,9.1,/title/tt0533474/,1,Buffy the Vampire Slayer,Prophecy Girl,"(2,798)",1997-06-02,2798
15 Sep. 1997,1,8.6,/title/tt0533523/,2,Buffy the Vampire Slayer,When She Was Bad,"(2,546)",1997-09-15,2546
22 Sep. 1997,2,7.7,/title/tt0533487/,2,Buffy the Vampire Slayer,Some Assembly Required,"(2,387)",1997-09-22,2387
29 Sep. 1997,3,9.1,/title/tt0533480/,2,Buffy the Vampire Slayer,School Hard,"(2,697)",1997-09-29,2697
6 Oct. 1997,4,7.8,/title/tt0533447/,2,Buffy the Vampire Slayer,Inca Mummy Girl,"(2,427)",1997-10-06,2427
13 Oct. 1997,5,7.8,/title/tt0533476/,2,Buffy the Vampire Slayer,Reptile Boy,"(2,384)",1997-10-13,2384
27 Oct. 1997,6,9.1,/title/tt0533437/,2,Buffy the Vampire Slayer,Halloween,"(2,918)",1997-10-27,2918
3 Nov. 1997,7,8.7,/title/tt0533453/,2,Buffy the Vampire Slayer,Lie to Me,"(2,476)",1997-11-03,2476
10 Nov. 1997,8,8.3,/title/tt0533497/,2,Buffy the Vampire Slayer,The Dark Age,"(2,285)",1997-11-10,2285
17 Nov. 1997,9,8.7,/title/tt0533521/,2,Buffy the Vampire Slayer,What's My Line?: Part 1,"(2,347)",1997-11-17,2347
24 Nov. 1997,10,8.9,/title/tt0533522/,2,Buffy the Vampire Slayer,What's My Line?: Part 2,"(2,380)",1997-11-24,2380
8 Dec. 1997,11,8.1,/title/tt0533495/,2,Buffy the Vampire Slayer,Ted,"(2,442)",1997-12-08,2442
12 Jan. 1998,12,6.7,/title/tt0533391/,2,Buffy the Vampire Slayer,Bad Eggs,"(2,359)",1998-01-12,2359
19 Jan. 1998,13,9.0,/title/tt0533492/,2,Buffy the Vampire Slayer,Surprise,"(2,526)",1998-01-19,2526
20 Jan. 1998,14,9.4,/title/tt0533448/,2,Buffy the Vampire Slayer,Innocence,"(2,906)",1998-01-20,2906
27 Jan. 1998,15,8.5,/title/tt0533471/,2,Buffy the Vampire Slayer,Phases,"(2,288)",1998-01-27,2288
10 Feb. 1998,16,9.0,/title/tt0533401/,2,Buffy the Vampire Slayer,"Bewitched, Bothered and Bewildered","(2,823)",1998-02-10,2823
24 Feb. 1998,17,9.5,/title/tt0533470/,2,Buffy the Vampire Slayer,Passion,"(3,196)",1998-02-24,3196
3 Mar. 1998,18,8.0,/title/tt0533451/,2,Buffy the Vampire Slayer,Killed by Death,"(2,343)",1998-03-03,2343
21 Apr. 1998,19,8.9,/title/tt0533444/,2,Buffy the Vampire Slayer,I Only Have Eyes for You,"(2,616)",1998-04-21,2616
5 May 1998,20,6.9,/title/tt0533431/,2,Buffy the Vampire Slayer,Go Fish,"(2,367)",1998-05-05,2367
12 May 1998,21,9.3,/title/tt0533397/,2,Buffy the Vampire Slayer,Becoming: Part 1,"(2,765)",1998-05-12,2765
19 May 1998,22,9.6,/title/tt0533398/,2,Buffy the Vampire Slayer,Becoming: Part 2,"(3,308)",1998-05-19,3308
29 Sep. 1998,1,8.4,/title/tt0533389/,3,Buffy the Vampire Slayer,Anne,"(2,569)",1998-09-29,2569
6 Oct. 1998,2,8.2,/title/tt0533411/,3,Buffy the Vampire Slayer,Dead Man's Party,"(2,268)",1998-10-06,2268
13 Oct. 1998,3,8.7,/title/tt0533422/,3,Buffy the Vampire Slayer,"Faith, Hope & Trick","(2,410)",1998-10-13,2410
20 Oct. 1998,4,8.2,/title/tt0533396/,3,Buffy the Vampire Slayer,Beauty and the Beasts,"(2,258)",1998-10-20,2258
3 Nov. 1998,5,8.6,/title/tt0533442/,3,Buffy the Vampire Slayer,Homecoming,"(2,175)",1998-11-03,2175
10 Nov. 1998,6,9.0,/title/tt0533393/,3,Buffy the Vampire Slayer,Band Candy,"(2,578)",1998-11-10,2578
17 Nov. 1998,7,8.7,/title/tt0533478/,3,Buffy the Vampire Slayer,Revelations,"(2,280)",1998-11-17,2280
24 Nov. 1998,8,8.8,/title/tt0533458/,3,Buffy the Vampire Slayer,Lovers Walk,"(2,821)",1998-11-24,2821
8 Dec. 1998,9,9.4,/title/tt0533510/,3,Buffy the Vampire Slayer,The Wish,"(2,892)",1998-12-08,2892
15 Dec. 1998,10,8.8,/title/tt0533387/,3,Buffy the Vampire Slayer,Amends,"(2,456)",1998-12-15,2456
12 Jan. 1999,11,6.2,/title/tt0533430/,3,Buffy the Vampire Slayer,Gingerbread,"(2,231)",1999-01-12,2231
19 Jan. 1999,12,8.8,/title/tt0533440/,3,Buffy the Vampire Slayer,Helpless,"(2,292)",1999-01-19,2292
26 Jan. 1999,13,9.0,/title/tt0533512/,3,Buffy the Vampire Slayer,The Zeppo,"(2,817)",1999-01-26,2817
9 Feb. 1999,14,8.8,/title/tt0533392/,3,Buffy the Vampire Slayer,Bad Girls,"(2,333)",1999-02-09,2333
16 Feb. 1999,15,8.7,/title/tt0533408/,3,Buffy the Vampire Slayer,Consequences,"(2,210)",1999-02-16,2210
23 Feb. 1999,16,9.4,/title/tt0533415/,3,Buffy the Vampire Slayer,Doppelgangland,"(2,950)",1999-02-23,2950
16 Mar. 1999,17,9.0,/title/tt0533420/,3,Buffy the Vampire Slayer,Enemies,"(2,273)",1999-03-16,2273
28 Sep. 1999,18,9.1,/title/tt0533417/,3,Buffy the Vampire Slayer,Earshot,"(2,444)",1999-09-28,2444
4 May 1999,19,8.7,/title/tt0533406/,3,Buffy the Vampire Slayer,Choices,"(2,196)",1999-05-04,2196
11 May 1999,20,9.1,/title/tt0533506/,3,Buffy the Vampire Slayer,The Prom,"(2,432)",1999-05-11,2432
18 May 1999,21,9.3,/title/tt0533434/,3,Buffy the Vampire Slayer,Graduation Day: Part 1,"(2,546)",1999-05-18,2546
13 Jul. 1999,22,9.4,/title/tt0533435/,3,Buffy the Vampire Slayer,Graduation Day: Part 2,"(2,697)",1999-07-13,2697
5 Oct. 1999,1,8.4,/title/tt0533498/,4,Buffy the Vampire Slayer,The Freshman,"(2,239)",1999-10-05,2239
12 Oct. 1999,2,8.2,/title/tt0533457/,4,Buffy the Vampire Slayer,Living Conditions,"(2,269)",1999-10-12,2269
19 Oct. 1999,3,8.6,/title/tt0533500/,4,Buffy the Vampire Slayer,The Harsh Light of Day,"(2,112)",1999-10-19,2112
26 Oct. 1999,4,8.9,/title/tt0533424/,4,Buffy the Vampire Slayer,Fear Itself,"(2,356)",1999-10-26,2356
2 Nov. 1999,5,5.0,/title/tt0533399/,4,Buffy the Vampire Slayer,Beer Bad,"(2,467)",1999-11-02,2467
9 Nov. 1999,6,8.6,/title/tt0533526/,4,Buffy the Vampire Slayer,Wild at Heart,"(2,139)",1999-11-09,2139
16 Nov. 1999,7,8.2,/title/tt0533503/,4,Buffy the Vampire Slayer,The Initiative,"(1,718)",1999-11-16,1718
23 Nov. 1999,8,8.7,/title/tt0533469/,4,Buffy the Vampire Slayer,Pangs,"(2,228)",1999-11-23,2228
30 Nov. 1999,9,9.2,/title/tt0533488/,4,Buffy the Vampire Slayer,Something Blue,"(2,554)",1999-11-30,2554
14 Dec. 1999,10,9.7,/title/tt0533443/,4,Buffy the Vampire Slayer,Hush,"(5,349)",1999-12-14,5349
18 Jan. 2000,11,8.3,/title/tt0533414/,4,Buffy the Vampire Slayer,Doomed,"(2,067)",2000-01-18,2067
25 Jan. 2000,12,8.8,/title/tt0533384/,4,Buffy the Vampire Slayer,A New Man,"(2,112)",2000-01-25,2112
8 Feb. 2000,13,6.2,/title/tt0533502/,4,Buffy the Vampire Slayer,The I in Team,"(1,846)",2000-02-08,1846
15 Feb. 2000,14,5.8,/title/tt0533433/,4,Buffy the Vampire Slayer,Goodbye Iowa,"(1,923)",2000-02-15,1923
22 Feb. 2000,15,8.9,/title/tt0533513/,4,Buffy the Vampire Slayer,This Year's Girl,"(2,213)",2000-02-22,2213
29 Feb. 2000,16,9.3,/title/tt0533525/,4,Buffy the Vampire Slayer,Who Are You?,"(2,364)",2000-02-29,2364
4 Apr. 2000,17,5.7,/title/tt0533491/,4,Buffy the Vampire Slayer,Superstar,"(2,354)",2000-04-04,2354
25 Apr. 2000,18,7.3,/title/tt0533524/,4,Buffy the Vampire Slayer,Where the Wild Things Are,"(2,287)",2000-04-25,2287
2 May 2000,19,8.7,/title/tt0533461/,4,Buffy the Vampire Slayer,New Moon Rising,"(2,100)",2000-05-02,2100
9 May 2000,20,8.7,/title/tt0533511/,4,Buffy the Vampire Slayer,The Yoko Factor,"(2,035)",2000-05-09,2035
16 May 2000,21,8.9,/title/tt0533473/,4,Buffy the Vampire Slayer,Primeval,"(2,093)",2000-05-16,2093
23 May 2000,22,9.2,/title/tt0533477/,4,Buffy the Vampire Slayer,Restless,"(3,017)",2000-05-23,3017
26 Sep. 2000,1,8.3,/title/tt0533404/,5,Buffy the Vampire Slayer,Buffy vs. Dracula,"(2,193)",2000-09-26,2193
3 Oct. 2000,2,6.5,/title/tt0533475/,5,Buffy the Vampire Slayer,Real Me,"(1,746)",2000-10-03,1746
10 Oct. 2000,3,8.6,/title/tt0533508/,5,Buffy the Vampire Slayer,The Replacement,"(1,950)",2000-10-10,1950
17 Oct. 2000,4,8.2,/title/tt0533468/,5,Buffy the Vampire Slayer,Out of My Mind,"(1,811)",2000-10-17,1811
24 Oct. 2000,5,7.1,/title/tt0533463/,5,Buffy the Vampire Slayer,No Place Like Home,"(1,769)",2000-10-24,1769
7 Nov. 2000,6,7.1,/title/tt0533423/,5,Buffy the Vampire Slayer,Family,"(1,924)",2000-11-07,1924
14 Nov. 2000,7,9.4,/title/tt0533427/,5,Buffy the Vampire Slayer,Fool for Love,"(2,554)",2000-11-14,2554
21 Nov. 2000,8,6.4,/title/tt0533483/,5,Buffy the Vampire Slayer,Shadow,"(1,633)",2000-11-21,1633
28 Nov. 2000,9,5.9,/title/tt0533456/,5,Buffy the Vampire Slayer,Listening to Fear,"(1,702)",2000-11-28,1702
19 Dec. 2000,10,6.5,/title/tt0533450/,5,Buffy the Vampire Slayer,Into the Woods,"(1,852)",2000-12-19,1852
9 Jan. 2001,11,7.0,/title/tt0533516/,5,Buffy the Vampire Slayer,Triangle,"(1,840)",2001-01-09,1840
23 Jan. 2001,12,8.8,/title/tt0533405/,5,Buffy the Vampire Slayer,Checkpoint,"(1,902)",2001-01-23,1902
6 Feb. 2001,13,8.7,/title/tt0533402/,5,Buffy the Vampire Slayer,Blood Ties,"(1,821)",2001-02-06,1821
13 Feb. 2001,14,9.0,/title/tt0533410/,5,Buffy the Vampire Slayer,Crush,"(1,928)",2001-02-13,1928
20 Feb. 2001,15,6.2,/title/tt0533446/,5,Buffy the Vampire Slayer,I Was Made to Love You,"(1,767)",2001-02-20,1767
27 Feb. 2001,16,9.7,/title/tt0533496/,5,Buffy the Vampire Slayer,The Body,"(4,707)",2001-02-27,4707
17 Apr. 2001,17,8.7,/title/tt0533428/,5,Buffy the Vampire Slayer,Forever,"(1,924)",2001-04-17,1924
24 Apr. 2001,18,8.9,/title/tt0533449/,5,Buffy the Vampire Slayer,Intervention,"(1,983)",2001-04-24,1983
1 May 2001,19,7.0,/title/tt0533515/,5,Buffy the Vampire Slayer,Tough Love,"(1,715)",2001-05-01,1715
8 May 2001,20,7.1,/title/tt0533489/,5,Buffy the Vampire Slayer,Spiral,"(1,759)",2001-05-08,1759
15 May 2001,21,7.0,/title/tt0533509/,5,Buffy the Vampire Slayer,The Weight of the World,"(1,710)",2001-05-15,1710
22 May 2001,22,9.7,/title/tt0533499/,5,Buffy the Vampire Slayer,The Gift,"(3,343)",2001-05-22,3343
2 Oct. 2001,1,7.1,/title/tt0533394/,6,Buffy the Vampire Slayer,Bargaining: Part 1,"(1,887)",2001-10-02,1887
2 Oct. 2001,2,7.2,/title/tt0533395/,6,Buffy the Vampire Slayer,Bargaining: Part 2,"(1,784)",2001-10-02,1784
9 Oct. 2001,3,7.0,/title/tt0533385/,6,Buffy the Vampire Slayer,After Life,"(1,602)",2001-10-09,1602
16 Oct. 2001,4,6.4,/title/tt0533426/,6,Buffy the Vampire Slayer,Flooded,"(1,529)",2001-10-16,1529
23 Oct. 2001,5,7.1,/title/tt0533455/,6,Buffy the Vampire Slayer,Life Serial,"(1,632)",2001-10-23,1632
30 Oct. 2001,6,6.2,/title/tt0533386/,6,Buffy the Vampire Slayer,All the Way,"(1,605)",2001-10-30,1605
6 Nov. 2001,7,9.8,/title/tt0533466/,6,Buffy the Vampire Slayer,"Once More, with Feeling","(7,444)",2001-11-06,7444
13 Nov. 2001,8,9.4,/title/tt0533493/,6,Buffy the Vampire Slayer,Tabula Rasa,"(2,639)",2001-11-13,2639
20 Nov. 2001,9,7.0,/title/tt0533486/,6,Buffy the Vampire Slayer,Smashed,"(1,800)",2001-11-20,1800
27 Nov. 2001,10,6.8,/title/tt0533528/,6,Buffy the Vampire Slayer,Wrecked,"(1,691)",2001-11-27,1691
8 Jan. 2002,11,7.0,/title/tt0533432/,6,Buffy the Vampire Slayer,Gone,"(1,584)",2002-01-08,1584
29 Jan. 2002,12,5.7,/title/tt0533416/,6,Buffy the Vampire Slayer,Doublemeat Palace,"(1,769)",2002-01-29,1769
5 Feb. 2002,13,6.7,/title/tt0533412/,6,Buffy the Vampire Slayer,Dead Things,"(1,574)",2002-02-05,1574
12 Feb. 2002,14,6.8,/title/tt0533465/,6,Buffy the Vampire Slayer,Older and Far Away,"(1,529)",2002-02-12,1529
26 Feb. 2002,15,5.7,/title/tt0533390/,6,Buffy the Vampire Slayer,As You Were,"(1,680)",2002-02-26,1680
5 Mar. 2002,16,8.2,/title/tt0533438/,6,Buffy the Vampire Slayer,Hell's Bells,"(1,760)",2002-03-05,1760
12 Mar. 2002,17,7.2,/title/tt0533464/,6,Buffy the Vampire Slayer,Normal Again,"(2,184)",2002-03-12,2184
30 Apr. 2002,18,7.0,/title/tt0533421/,6,Buffy the Vampire Slayer,Entropy,"(1,521)",2002-04-30,1521
7 May 2002,19,7.2,/title/tt0533481/,6,Buffy the Vampire Slayer,Seeing Red,"(1,897)",2002-05-07,1897
14 May 2002,20,7.4,/title/tt0533519/,6,Buffy the Vampire Slayer,Villains,"(1,940)",2002-05-14,1940
21 May 2002,21,7.4,/title/tt0533517/,6,Buffy the Vampire Slayer,Two to Go,"(1,831)",2002-05-21,1831
21 May 2002,22,7.5,/title/tt0533436/,6,Buffy the Vampire Slayer,Grave,"(2,141)",2002-05-21,2141
24 Sep. 2002,1,6.9,/title/tt0533452/,7,Buffy the Vampire Slayer,Lessons,"(1,604)",2002-09-24,1604
1 Oct. 2002,2,7.1,/title/tt0533400/,7,Buffy the Vampire Slayer,Beneath You,"(1,702)",2002-10-01,1702
8 Oct. 2002,3,7.1,/title/tt0533479/,7,Buffy the Vampire Slayer,"Same Time, Same Place","(1,565)",2002-10-08,1565
15 Oct. 2002,4,7.0,/title/tt0533439/,7,Buffy the Vampire Slayer,Help,"(1,578)",2002-10-15,1578
22 Oct. 2002,5,9.1,/title/tt0533482/,7,Buffy the Vampire Slayer,Selfless,"(1,963)",2002-10-22,1963
5 Nov. 2002,6,6.3,/title/tt0533441/,7,Buffy the Vampire Slayer,Him,"(1,746)",2002-11-05,1746
12 Nov. 2002,7,8.9,/title/tt0533409/,7,Buffy the Vampire Slayer,Conversations with Dead People,"(2,339)",2002-11-12,2339
19 Nov. 2002,8,7.0,/title/tt0533485/,7,Buffy the Vampire Slayer,Sleeper,"(1,515)",2002-11-19,1515
26 Nov. 2002,9,6.9,/title/tt0533460/,7,Buffy the Vampire Slayer,Never Leave Me,"(1,459)",2002-11-26,1459
17 Dec. 2002,10,6.8,/title/tt0533403/,7,Buffy the Vampire Slayer,Bring on the Night,"(1,476)",2002-12-17,1476
7 Jan. 2003,11,7.1,/title/tt0533484/,7,Buffy the Vampire Slayer,Showtime,"(1,553)",2003-01-07,1553
21 Jan. 2003,12,6.7,/title/tt0533472/,7,Buffy the Vampire Slayer,Potential,"(1,468)",2003-01-21,1468
4 Feb. 2003,13,6.3,/title/tt0533504/,7,Buffy the Vampire Slayer,The Killer in Me,"(1,526)",2003-02-04,1526
11 Feb. 2003,14,6.6,/title/tt0533425/,7,Buffy the Vampire Slayer,First Date,"(1,466)",2003-02-11,1466
18 Feb. 2003,15,6.7,/title/tt0533429/,7,Buffy the Vampire Slayer,Get It Done,"(1,444)",2003-02-18,1444
25 Feb. 2003,16,7.1,/title/tt0533490/,7,Buffy the Vampire Slayer,Storyteller,"(1,809)",2003-02-25,1809
25 Mar. 2003,17,9.2,/title/tt0533454/,7,Buffy the Vampire Slayer,Lies My Parents Told Me,"(2,039)",2003-03-25,2039
15 Apr. 2003,18,8.7,/title/tt0533413/,7,Buffy the Vampire Slayer,Dirty Girls,"(1,639)",2003-04-15,1639
29 Apr. 2003,19,6.9,/title/tt0533418/,7,Buffy the Vampire Slayer,Empty Places,"(1,510)",2003-04-29,1510
6 May 2003,20,8.9,/title/tt0533514/,7,Buffy the Vampire Slayer,Touched,"(1,790)",2003-05-06,1790
13 May 2003,21,9.0,/title/tt0533419/,7,Buffy the Vampire Slayer,End of Days,"(1,785)",2003-05-13,1785
20 May 2003,22,9.5,/title/tt0533407/,7,Buffy the Vampire Slayer,Chosen,"(3,333)",2003-05-20,3333
9 Mar. 2009,1,8.6,/title/tt1303973/,1,Castle,Flowers for Your Grave,"(1,738)",2009-03-09,1738
16 Mar. 2009,2,7.9,/title/tt1321564/,1,Castle,Nanny McDead,"(1,210)",2009-03-16,1210
23 Mar. 2009,3,8.0,/title/tt1327257/,1,Castle,Hedge Fund Homeboys,"(1,094)",2009-03-23,1094
30 Mar. 2009,4,7.9,/title/tt1318126/,1,Castle,Hell Hath No Fury,"(1,025)",2009-03-30,1025
6 Apr. 2009,5,8.3,/title/tt1334813/,1,Castle,A Chill Goes Through Her Veins,"(1,022)",2009-04-06,1022
13 Apr. 2009,6,8.0,/title/tt1361671/,1,Castle,Always Buy Retail,(982),2009-04-13,982
20 Apr. 2009,7,8.3,/title/tt1345746/,1,Castle,Home Is Where the Heart Stops,(990),2009-04-20,990
27 Apr. 2009,8,8.1,/title/tt1360964/,1,Castle,Ghosts,(959),2009-04-27,959
4 May 2009,9,8.0,/title/tt1375576/,1,Castle,Little Girl Lost,(920),2009-05-04,920
11 May 2009,10,8.5,/title/tt1383514/,1,Castle,A Death in the Family,(970),2009-05-11,970
21 Sep. 2009,1,8.3,/title/tt1471460/,2,Castle,Deep in Death,(954),2009-09-21,954
28 Sep. 2009,2,8.5,/title/tt1487354/,2,Castle,The Double Down,(897),2009-09-28,897
5 Oct. 2009,3,8.1,/title/tt1476479/,2,Castle,Inventing the Girl,(868),2009-10-05,868
12 Oct. 2009,4,8.6,/title/tt1485258/,2,Castle,Fool Me Once...,(915),2009-10-12,915
19 Oct. 2009,5,8.5,/title/tt1493984/,2,Castle,When the Bough Breaks,(892),2009-10-19,892
26 Oct. 2009,6,8.7,/title/tt1501858/,2,Castle,Vampire Weekend,"(1,040)",2009-10-26,1040
2 Nov. 2009,7,8.0,/title/tt1509365/,2,Castle,Famous Last Words,(893),2009-11-02,893
9 Nov. 2009,8,8.2,/title/tt1515313/,2,Castle,Kill the Messenger,(832),2009-11-09,832
16 Nov. 2009,9,8.4,/title/tt1522460/,2,Castle,Love Me Dead,(834),2009-11-16,834
23 Nov. 2009,10,8.3,/title/tt1526786/,2,Castle,One Man's Treasure,(808),2009-11-23,808
7 Dec. 2009,11,8.7,/title/tt1539352/,2,Castle,The Fifth Bullet,(912),2009-12-07,912
11 Jan. 2010,12,8.6,/title/tt1546168/,2,Castle,A Rose for Everafter,(948),2010-01-11,948
18 Jan. 2010,13,9.0,/title/tt1546169/,2,Castle,Sucker Punch,"(1,031)",2010-01-18,1031
25 Jan. 2010,14,8.5,/title/tt1562496/,2,Castle,The Third Man,(836),2010-01-25,836
8 Feb. 2010,15,7.9,/title/tt1566998/,2,Castle,Suicide Squeeze,(797),2010-02-08,797
8 Mar. 2010,16,8.3,/title/tt1575755/,2,Castle,The Mistress Always Spanks Twice,(864),2010-03-08,864
22 Mar. 2010,17,9.2,/title/tt1587498/,2,Castle,"Tick, Tick, Tick...","(1,202)",2010-03-22,1202
29 Mar. 2010,18,9.1,/title/tt1587499/,2,Castle,Boom!,"(1,129)",2010-03-29,1129
5 Apr. 2010,19,8.2,/title/tt1599451/,2,Castle,Wrapped Up in Death,(816),2010-04-05,816
12 Apr. 2010,20,8.1,/title/tt1605852/,2,Castle,The Late Shaft,(786),2010-04-12,786
19 Apr. 2010,21,8.4,/title/tt1618570/,2,Castle,Den of Thieves,(817),2010-04-19,817
3 May 2010,22,8.2,/title/tt1624253/,2,Castle,Food to Die For,(804),2010-05-03,804
10 May 2010,23,8.0,/title/tt1628908/,2,Castle,Overkill,(771),2010-05-10,771
17 May 2010,24,8.8,/title/tt1636948/,2,Castle,A Deadly Game,(945),2010-05-17,945
20 Sep. 2010,1,8.6,/title/tt1628159/,3,Castle,A Deadly Affair,(931),2010-09-20,931
27 Sep. 2010,2,8.1,/title/tt1628174/,3,Castle,"He's Dead, She's Dead",(800),2010-09-27,800
4 Oct. 2010,3,8.4,/title/tt1628170/,3,Castle,Under the Gun,(792),2010-10-04,792
11 Oct. 2010,4,8.5,/title/tt1628175/,3,Castle,Punked,(819),2010-10-11,819
18 Oct. 2010,5,8.3,/title/tt1628176/,3,Castle,Anatomy of a Murder,(795),2010-10-18,795
25 Oct. 2010,6,8.9,/title/tt1628178/,3,Castle,3XK,(958),2010-10-25,958
1 Nov. 2010,7,7.8,/title/tt1628177/,3,Castle,Almost Famous,(762),2010-11-01,762
8 Nov. 2010,8,8.2,/title/tt1628179/,3,Castle,Murder Most Fowl,(756),2010-11-08,756
15 Nov. 2010,9,8.6,/title/tt1628180/,3,Castle,Close Encounters of the Murderous Kind,(909),2010-11-15,909
6 Dec. 2010,10,8.6,/title/tt1628160/,3,Castle,Last Call,(887),2010-12-06,887
3 Jan. 2011,11,8.9,/title/tt1628162/,3,Castle,Nikki Heat,"(1,118)",2011-01-03,1118
10 Jan. 2011,12,8.4,/title/tt1628161/,3,Castle,"Poof, You're Dead",(805),2011-01-10,805
24 Jan. 2011,13,9.3,/title/tt1628163/,3,Castle,Knockdown,"(1,244)",2011-01-24,1244
7 Feb. 2011,14,8.2,/title/tt1628164/,3,Castle,Lucky Stiff,(756),2011-02-07,756
14 Feb. 2011,15,8.3,/title/tt1628165/,3,Castle,The Final Nail,(780),2011-02-14,780
21 Feb. 2011,16,8.8,/title/tt1628166/,3,Castle,Setup,(958),2011-02-21,958
28 Feb. 2011,17,9.0,/title/tt1628167/,3,Castle,Countdown,"(1,039)",2011-02-28,1039
21 Mar. 2011,18,8.0,/title/tt1628168/,3,Castle,One Life to Lose,(782),2011-03-21,782
28 Mar. 2011,19,8.4,/title/tt1628169/,3,Castle,Law & Murder,(769),2011-03-28,769
4 Apr. 2011,20,8.1,/title/tt1628171/,3,Castle,Slice of Death,(748),2011-04-04,748
11 Apr. 2011,21,8.0,/title/tt1628172/,3,Castle,The Dead Pool,(783),2011-04-11,783
2 May 2011,22,8.8,/title/tt1628173/,3,Castle,To Love and Die in L.A.,(938),2011-05-02,938
9 May 2011,23,7.9,/title/tt1863574/,3,Castle,Pretty Dead,(775),2011-05-09,775
16 May 2011,24,9.4,/title/tt1863575/,3,Castle,Knockout,"(1,553)",2011-05-16,1553
19 Sep. 2011,1,8.8,/title/tt1979460/,4,Castle,Rise,"(1,202)",2011-09-19,1202
