episode_date,episode_number,rating,rel_link,season_num,show,title,votes,formatted_date,formatted_votes
26 Sep. 2011,2,8.6,/title/tt1995597/,4,Castle,Heroes and Villains,(932),2011-09-26,932
3 Oct. 2011,3,8.0,/title/tt2006355/,4,Castle,Head Case,(852),2011-10-03,852
10 Oct. 2011,4,8.4,/title/tt2013361/,4,Castle,Kick the Ballistics,(908),2011-10-10,908
17 Oct. 2011,5,8.5,/title/tt2020437/,4,Castle,Eye of the Beholder,(872),2011-10-17,872
24 Oct. 2011,6,8.6,/title/tt2041717/,4,Castle,Demons,(874),2011-10-24,874
31 Oct. 2011,7,9.2,/title/tt2069215/,4,Castle,Cops & Robbers,"(1,230)",2011-10-31,1230
7 Nov. 2011,8,8.0,/title/tt2090751/,4,Castle,Heartbreak Hotel,(804),2011-11-07,804
21 Nov. 2011,9,8.7,/title/tt2104216/,4,Castle,Kill Shot,"(1,005)",2011-11-21,1005
5 Dec. 2011,10,9.0,/title/tt2108699/,4,Castle,Cuffed,"(1,038)",2011-12-05,1038
9 Jan. 2012,11,8.5,/title/tt2107921/,4,Castle,Til Death Do Us Part,(831),2012-01-09,831
16 Jan. 2012,12,8.4,/title/tt2117068/,4,Castle,Dial M for Mayor,(809),2012-01-16,809
23 Jan. 2012,13,8.2,/title/tt2122569/,4,Castle,An Embarrassment of Bitches,(838),2012-01-23,838
6 Feb. 2012,14,9.0,/title/tt2122570/,4,Castle,The Blue Butterfly,"(1,404)",2012-02-06,1404
13 Feb. 2012,15,8.9,/title/tt2180817/,4,Castle,Pandora,"(1,049)",2012-02-13,1049
20 Feb. 2012,16,8.8,/title/tt2177999/,4,Castle,Linchpin,"(1,000)",2012-02-20,1000
27 Feb. 2012,17,8.3,/title/tt2196331/,4,Castle,Once Upon a Crime,(836),2012-02-27,836
19 Mar. 2012,18,7.8,/title/tt2231927/,4,Castle,A Dance with Death,(759),2012-03-19,759
26 Mar. 2012,19,8.7,/title/tt2262661/,4,Castle,47 Seconds,(910),2012-03-26,910
2 Apr. 2012,20,8.1,/title/tt2262663/,4,Castle,The Limey,(902),2012-04-02,902
16 Apr. 2012,21,8.6,/title/tt2336661/,4,Castle,Headhunters,(965),2012-04-16,965
30 Apr. 2012,22,8.9,/title/tt2336663/,4,Castle,Undead Again,(941),2012-04-30,941
7 May 2012,23,9.5,/title/tt2342563/,4,Castle,Always,"(2,128)",2012-05-07,2128
24 Sep. 2012,1,9.2,/title/tt2396875/,5,Castle,After the Storm,"(1,567)",2012-09-24,1567
1 Oct. 2012,2,8.5,/title/tt2350522/,5,Castle,Cloudy with a Chance of Murder,(980),2012-10-01,980
8 Oct. 2012,3,8.5,/title/tt2288866/,5,Castle,Secret's Safe with Me,(930),2012-10-08,930
15 Oct. 2012,4,9.0,/title/tt2364464/,5,Castle,Murder He Wrote,"(1,117)",2012-10-15,1117
29 Oct. 2012,5,9.3,/title/tt2441912/,5,Castle,Probable Cause,"(1,362)",2012-10-29,1362
5 Nov. 2012,6,8.9,/title/tt2433380/,5,Castle,The Final Frontier,"(1,274)",2012-11-05,1274
12 Nov. 2012,7,8.0,/title/tt2360384/,5,Castle,Swan Song,(988),2012-11-12,988
19 Nov. 2012,8,8.4,/title/tt2437444/,5,Castle,After Hours,(822),2012-11-19,822
3 Dec. 2012,9,8.4,/title/tt2508758/,5,Castle,Secret Santa,(822),2012-12-03,822
7 Jan. 2013,10,8.4,/title/tt2481820/,5,Castle,Significant Others,(809),2013-01-07,809
14 Jan. 2013,11,7.8,/title/tt2620004/,5,Castle,Under the Influence,(724),2013-01-14,724
21 Jan. 2013,12,7.8,/title/tt2523936/,5,Castle,Death Gone Crazy,(730),2013-01-21,730
4 Feb. 2013,13,8.5,/title/tt2572704/,5,Castle,Recoil,(779),2013-02-04,779
11 Feb. 2013,14,8.1,/title/tt2584542/,5,Castle,Reality Star Struck,(768),2013-02-11,768
18 Feb. 2013,15,9.3,/title/tt2698144/,5,Castle,Target,"(1,328)",2013-02-18,1328
25 Feb. 2013,16,9.4,/title/tt2698182/,5,Castle,Hunt,"(1,552)",2013-02-25,1552
18 Mar. 2013,17,8.4,/title/tt2705774/,5,Castle,Scared to Death,(794),2013-03-18,794
25 Mar. 2013,18,8.7,/title/tt2712738/,5,Castle,The Wild Rover,(879),2013-03-25,879
1 Apr. 2013,19,9.3,/title/tt2727420/,5,Castle,The Lives of Others,"(1,245)",2013-04-01,1245
15 Apr. 2013,20,7.7,/title/tt2799398/,5,Castle,The Fast and the Furriest,(719),2013-04-15,719
22 Apr. 2013,21,8.0,/title/tt2804932/,5,Castle,The Squab and the Quail,(786),2013-04-22,786
29 Apr. 2013,22,8.8,/title/tt2788494/,5,Castle,Still,"(1,160)",2013-04-29,1160
6 May 2013,23,8.2,/title/tt2815780/,5,Castle,The Human Factor,(704),2013-05-06,704
13 May 2013,24,8.5,/title/tt2883480/,5,Castle,Watershed,(843),2013-05-13,843
23 Sep. 2013,1,8.6,/title/tt2911344/,6,Castle,Valkyrie,"(1,179)",2013-09-23,1179
30 Sep. 2013,2,8.2,/title/tt3147784/,6,Castle,Dreamworld,(891),2013-09-30,891
7 Oct. 2013,3,8.0,/title/tt3172144/,6,Castle,Need to Know,(805),2013-10-07,805
14 Oct. 2013,4,8.5,/title/tt3170326/,6,Castle,Number One Fan,(827),2013-10-14,827
21 Oct. 2013,5,9.0,/title/tt3268978/,6,Castle,Time Will Tell,"(1,154)",2013-10-21,1154
28 Oct. 2013,6,8.1,/title/tt3252790/,6,Castle,Get a Clue,(744),2013-10-28,744
4 Nov. 2013,7,8.6,/title/tt3255338/,6,Castle,"Like Father, Like Daughter",(845),2013-11-04,845
11 Nov. 2013,8,7.8,/title/tt3240206/,6,Castle,A Murder Is Forever,(718),2013-11-11,718
18 Nov. 2013,9,9.1,/title/tt3258212/,6,Castle,Disciple,"(1,035)",2013-11-18,1035
25 Nov. 2013,10,8.5,/title/tt3279622/,6,Castle,"The Good, the Bad & the Baby",(792),2013-11-25,792
6 Jan. 2014,11,8.8,/title/tt3403936/,6,Castle,Under Fire,(993),2014-01-06,993
13 Jan. 2014,12,8.7,/title/tt3410998/,6,Castle,Deep Cover,(769),2014-01-13,769
20 Jan. 2014,13,8.3,/title/tt3329020/,6,Castle,Limelight,(710),2014-01-20,710
3 Feb. 2014,14,8.1,/title/tt3432830/,6,Castle,Dressed to Kill,(677),2014-02-03,677
17 Feb. 2014,15,8.4,/title/tt3453374/,6,Castle,Smells Like Teen Spirit,(733),2014-02-17,733
24 Feb. 2014,16,8.4,/title/tt3510444/,6,Castle,Room 147,(687),2014-02-24,687
3 Mar. 2014,17,8.9,/title/tt3485882/,6,Castle,In the Belly of the Beast,(882),2014-03-03,882
17 Mar. 2014,18,8.5,/title/tt3534768/,6,Castle,The Way of the Ninja,(673),2014-03-17,673
24 Mar. 2014,19,8.1,/title/tt3534830/,6,Castle,The Greater Good,(609),2014-03-24,609
21 Apr. 2014,20,8.5,/title/tt3565816/,6,Castle,That '70s Show,(779),2014-04-21,779
28 Apr. 2014,21,7.6,/title/tt3580390/,6,Castle,Law & Boarder,(600),2014-04-28,600
5 May 2014,22,9.3,/title/tt3587866/,6,Castle,Veritas,"(1,091)",2014-05-05,1091
12 May 2014,23,8.0,/title/tt3587872/,6,Castle,For Better or Worse,(903),2014-05-12,903
29 Sep. 2014,1,8.3,/title/tt3720122/,7,Castle,Driven,(927),2014-09-29,927
6 Oct. 2014,2,8.4,/title/tt3914558/,7,Castle,Montreal,(750),2014-10-06,750
13 Oct. 2014,3,8.2,/title/tt3858678/,7,Castle,Clear & Present Danger,(758),2014-10-13,758
20 Oct. 2014,4,8.2,/title/tt3858680/,7,Castle,Child's Play,(696),2014-10-20,696
27 Oct. 2014,5,8.3,/title/tt4047082/,7,Castle,Meme Is Murder,(683),2014-10-27,683
10 Nov. 2014,6,8.8,/title/tt4075550/,7,Castle,The Time of Our Lives,(983),2014-11-10,983
17 Nov. 2014,7,8.4,/title/tt4075560/,7,Castle,Once Upon a Time in the West,(733),2014-11-17,733
24 Nov. 2014,8,8.3,/title/tt4126128/,7,Castle,Kill Switch,(626),2014-11-24,626
1 Dec. 2014,9,7.9,/title/tt4234882/,7,Castle,Last Action Hero,(595),2014-12-01,595
8 Dec. 2014,10,8.2,/title/tt4121492/,7,Castle,Bad Santa,(634),2014-12-08,634
12 Jan. 2015,11,8.8,/title/tt4279018/,7,Castle,"Castle, P.I.",(772),2015-01-12,772
19 Jan. 2015,12,8.1,/title/tt4242524/,7,Castle,Private Eye Caramba!,(603),2015-01-19,603
2 Feb. 2015,13,8.4,/title/tt4393054/,7,Castle,"I, Witness",(647),2015-02-02,647
9 Feb. 2015,14,9.2,/title/tt4425334/,7,Castle,Resurrection,"(1,030)",2015-02-09,1030
16 Feb. 2015,15,9.3,/title/tt4425340/,7,Castle,Reckoning,"(1,130)",2015-02-16,1130
23 Feb. 2015,16,8.3,/title/tt4365028/,7,Castle,The Wrong Stuff,(657),2015-02-23,657
16 Mar. 2015,17,8.1,/title/tt4452138/,7,Castle,Hong Kong Hustle,(595),2015-03-16,595
23 Mar. 2015,18,8.4,/title/tt4442144/,7,Castle,At Close Range,(587),2015-03-23,587
30 Mar. 2015,19,8.0,/title/tt4488190/,7,Castle,Habeas Corpse,(538),2015-03-30,538
20 Apr. 2015,20,7.9,/title/tt4586238/,7,Castle,Sleeper,(629),2015-04-20,629
27 Apr. 2015,21,8.3,/title/tt4544966/,7,Castle,In Plane Sight,(600),2015-04-27,600
4 May 2015,22,7.7,/title/tt4627742/,7,Castle,Dead from New York,(602),2015-05-04,602
11 May 2015,23,8.8,/title/tt4659186/,7,Castle,Hollander's Woods,(776),2015-05-11,776
21 Sep. 2015,1,8.5,/title/tt4667522/,8,Castle,XY,(938),2015-09-21,938
28 Sep. 2015,2,7.4,/title/tt4857928/,8,Castle,XX,(812),2015-09-28,812
5 Oct. 2015,3,7.8,/title/tt4966312/,8,Castle,PhDead,(616),2015-10-05,616
12 Oct. 2015,4,7.6,/title/tt4955212/,8,Castle,What Lies Beneath,(560),2015-10-12,560
19 Oct. 2015,5,8.4,/title/tt5023896/,8,Castle,The Nose,(657),2015-10-19,657
9 Nov. 2015,6,8.3,/title/tt5089670/,8,Castle,Cool Boys,(596),2015-11-09,596
16 Nov. 2015,7,8.2,/title/tt5030300/,8,Castle,The Last Seduction,(544),2015-11-16,544
23 Nov. 2015,8,8.0,/title/tt5089986/,8,Castle,Mr. & Mrs. Castle,(529),2015-11-23,529
8 Feb. 2016,9,8.1,/title/tt5138378/,8,Castle,Tone Death,(538),2016-02-08,538
14 Feb. 2016,10,8.3,/title/tt5198722/,8,Castle,Witness for the Prosecution,(510),2016-02-14,510
15 Feb. 2016,11,8.3,/title/tt5223288/,8,Castle,Dead Red,(516),2016-02-15,516
22 Feb. 2016,12,8.7,/title/tt5376586/,8,Castle,The Blame Game,(577),2016-02-22,577
29 Feb. 2016,13,7.9,/title/tt5332056/,8,Castle,And Justice for All,(456),2016-02-29,456
7 Mar. 2016,14,8.1,/title/tt5461824/,8,Castle,G.D.S.,(498),2016-03-07,498
21 Mar. 2016,15,8.1,/title/tt5318930/,8,Castle,Fidelis Ad Mortem,(479),2016-03-21,479
4 Apr. 2016,16,8.4,/title/tt5352752/,8,Castle,Heartbreaker,(473),2016-04-04,473
11 Apr. 2016,17,7.9,/title/tt5584444/,8,Castle,Death Wish,(436),2016-04-11,436
18 Apr. 2016,18,7.8,/title/tt5542624/,8,Castle,Backstabber,(419),2016-04-18,419
25 Apr. 2016,19,8.3,/title/tt5523396/,8,Castle,Dead Again,(456),2016-04-25,456
2 May 2016,20,7.8,/title/tt5541138/,8,Castle,Much Ado About Murder,(413),2016-05-02,413
9 May 2016,21,8.3,/title/tt5594910/,8,Castle,Hell to Pay,(440),2016-05-09,440
16 May 2016,22,7.4,/title/tt5594914/,8,Castle,Crossfire,(834),2016-05-16,834
28 Jul. 2009,1,8.4,/title/tt1256258/,1,The Mentalist,Pilot,"(1,618)",2009-07-28,1618
30 Sep. 2008,2,8.1,/title/tt1256263/,1,The Mentalist,Red Hair and Silver Tape,"(1,168)",2008-09-30,1168
14 Oct. 2008,3,7.8,/title/tt1256265/,1,The Mentalist,Red Tide,"(1,066)",2008-10-14,1066
21 Oct. 2008,4,8.0,/title/tt1256264/,1,The Mentalist,Ladies in Red,"(1,001)",2008-10-21,1001
28 Oct. 2008,5,8.1,/title/tt1293993/,1,The Mentalist,Redwood,(959),2008-10-28,959
11 Nov. 2008,6,8.3,/title/tt1256267/,1,The Mentalist,Red-Handed,"(1,040)",2008-11-11,1040
18 Nov. 2008,7,7.9,/title/tt1256268/,1,The Mentalist,Seeing Red,"(1,005)",2008-11-18,1005
25 Nov. 2008,8,8.0,/title/tt1256269/,1,The Mentalist,The Thin Red Line,(892),2008-11-25,892
2 Dec. 2008,9,8.3,/title/tt1256259/,1,The Mentalist,Flame Red,(977),2008-12-02,977
16 Dec. 2008,10,7.9,/title/tt1256266/,1,The Mentalist,Red Brick and Ivy,(944),2008-12-16,944
6 Jan. 2009,11,8.5,/title/tt1256260/,1,The Mentalist,Red John's Friends,"(1,015)",2009-01-06,1015
13 Jan. 2009,12,7.8,/title/tt1256261/,1,The Mentalist,Red Rum,(882),2009-01-13,882
18 Jan. 2009,13,8.1,/title/tt1256262/,1,The Mentalist,Paint It Red,(896),2009-01-18,896
10 Feb. 2009,14,8.1,/title/tt1363404/,1,The Mentalist,Crimson Casanova,(901),2009-02-10,901
17 Feb. 2009,15,7.7,/title/tt1359259/,1,The Mentalist,Scarlett Fever,(877),2009-02-17,877
17 Mar. 2009,16,8.4,/title/tt1386231/,1,The Mentalist,Bloodshot,(981),2009-03-17,981
24 Mar. 2009,17,7.9,/title/tt1388591/,1,The Mentalist,"Carnelian, Inc.",(847),2009-03-24,847
31 Mar. 2009,18,8.3,/title/tt1406661/,1,The Mentalist,Russet Potatoes,(918),2009-03-31,918
7 Apr. 2009,19,7.5,/title/tt1388101/,1,The Mentalist,A Dozen Red Roses,(863),2009-04-07,863
28 Apr. 2009,20,8.2,/title/tt1393554/,1,The Mentalist,Red Sauce,(864),2009-04-28,864
5 May 2009,21,8.2,/title/tt1421317/,1,The Mentalist,Miss Red,(882),2009-05-05,882
12 May 2009,22,7.9,/title/tt1420898/,1,The Mentalist,Blood Brothers,(850),2009-05-12,850
19 May 2009,23,8.6,/title/tt1427586/,1,The Mentalist,Red John's Footsteps,"(1,063)",2009-05-19,1063
24 Sep. 2009,1,8.0,/title/tt1474306/,2,The Mentalist,Redemption,(859),2009-09-24,859
1 Oct. 2009,2,8.0,/title/tt1481505/,2,The Mentalist,The Scarlet Letter,(808),2009-10-01,808
8 Oct. 2009,3,8.7,/title/tt1482353/,2,The Mentalist,Red Badge,(975),2009-10-08,975
15 Oct. 2009,4,7.8,/title/tt1500073/,2,The Mentalist,Red Menace,(795),2009-10-15,795
29 Oct. 2009,5,8.1,/title/tt1502313/,2,The Mentalist,Red Scare,(817),2009-10-29,817
5 Nov. 2009,6,8.5,/title/tt1505708/,2,The Mentalist,Black Gold and Red Blood,(892),2009-11-05,892
12 Nov. 2009,7,8.3,/title/tt1513628/,2,The Mentalist,Red Bulls,(814),2009-11-12,814
19 Nov. 2009,8,9.1,/title/tt1528628/,2,The Mentalist,His Red Right Hand,"(1,278)",2009-11-19,1278
10 Dec. 2009,9,7.8,/title/tt1531586/,2,The Mentalist,A Price Above Rubies,(758),2009-12-10,758
17 Dec. 2009,10,7.8,/title/tt1511266/,2,The Mentalist,Throwing Fire,(764),2009-12-17,764
14 Jan. 2010,11,8.2,/title/tt1540319/,2,The Mentalist,Rose-Colored Glasses,(796),2010-01-14,796
21 Jan. 2010,12,8.0,/title/tt1553775/,2,The Mentalist,Bleeding Heart,(770),2010-01-21,770
4 Feb. 2010,13,8.3,/title/tt1554375/,2,The Mentalist,Redline,(798),2010-02-04,798
11 Feb. 2010,14,8.0,/title/tt1582152/,2,The Mentalist,"Blood in, Blood Out",(757),2010-02-11,757
4 Mar. 2010,15,7.8,/title/tt1581769/,2,The Mentalist,Red Herring,(728),2010-03-04,728
11 Mar. 2010,16,8.3,/title/tt1596529/,2,The Mentalist,Code Red,(833),2010-03-11,833
1 Apr. 2010,17,7.8,/title/tt1594872/,2,The Mentalist,The Red Box,(710),2010-04-01,710
8 Apr. 2010,18,7.8,/title/tt1606540/,2,The Mentalist,Aingavite Baa,(719),2010-04-08,719
22 Apr. 2010,19,8.4,/title/tt1605529/,2,The Mentalist,Blood Money,(784),2010-04-22,784
29 Apr. 2010,20,8.1,/title/tt1622474/,2,The Mentalist,Red All Over,(746),2010-04-29,746
6 May 2010,21,8.0,/title/tt1639286/,2,The Mentalist,18-5-4,(753),2010-05-06,753
13 May 2010,22,7.9,/title/tt1638837/,2,The Mentalist,Red Letter,(737),2010-05-13,737
20 May 2010,23,8.8,/title/tt1645654/,2,The Mentalist,Red Sky in the Morning,"(1,006)",2010-05-20,1006
23 Sep. 2010,1,8.1,/title/tt1692798/,3,The Mentalist,Red Sky at Night,(793),2010-09-23,793
30 Sep. 2010,2,8.0,/title/tt1697043/,3,The Mentalist,Cackle-Bladder Blood,(753),2010-09-30,753
7 Oct. 2010,3,8.3,/title/tt1718048/,3,The Mentalist,The Blood on His Hands,(796),2010-10-07,796
14 Oct. 2010,4,8.2,/title/tt1717496/,3,The Mentalist,Red Carpet Treatment,(752),2010-10-14,752
21 Oct. 2010,5,7.8,/title/tt1720787/,3,The Mentalist,The Red Ponies,(707),2010-10-21,707
28 Oct. 2010,6,7.9,/title/tt1728930/,3,The Mentalist,Pink Chanel Suit,(691),2010-10-28,691
4 Nov. 2010,7,8.2,/title/tt1728931/,3,The Mentalist,Red Hot,(759),2010-11-04,759
11 Nov. 2010,8,8.2,/title/tt1756057/,3,The Mentalist,Ball of Fire,(765),2010-11-11,765
18 Nov. 2010,9,8.3,/title/tt1760286/,3,The Mentalist,Red Moon,(808),2010-11-18,808
9 Dec. 2010,10,8.0,/title/tt1759497/,3,The Mentalist,Jolly Red Elf,(712),2010-12-09,712
6 Jan. 2011,11,7.6,/title/tt1770440/,3,The Mentalist,Bloodsport,(686),2011-01-06,686
20 Jan. 2011,12,8.0,/title/tt1795473/,3,The Mentalist,Bloodhounds,(707),2011-01-20,707
3 Feb. 2011,13,8.1,/title/tt1794609/,3,The Mentalist,Red Alert,(702),2011-02-03,702
10 Feb. 2011,14,8.0,/title/tt1816379/,3,The Mentalist,Blood for Blood,(693),2011-02-10,693
17 Feb. 2011,15,7.7,/title/tt1816380/,3,The Mentalist,Red Gold,(670),2011-02-17,670
24 Feb. 2011,16,8.5,/title/tt1815441/,3,The Mentalist,Red Queen,(787),2011-02-24,787
10 Mar. 2011,17,8.1,/title/tt1831487/,3,The Mentalist,Bloodstream,(690),2011-03-10,690
31 Mar. 2011,18,8.4,/title/tt1859355/,3,The Mentalist,The Red Mile,(830),2011-03-31,830
7 Apr. 2011,19,8.5,/title/tt1858713/,3,The Mentalist,Every Rose Has Its Thorn,(821),2011-04-07,821
28 Apr. 2011,20,8.1,/title/tt1860106/,3,The Mentalist,Redacted,(691),2011-04-28,691
5 May 2011,21,7.9,/title/tt1884116/,3,The Mentalist,Like a Redheaded Stepchild,(685),2011-05-05,685
12 May 2011,22,7.9,/title/tt1886318/,3,The Mentalist,Rhapsody in Red,(680),2011-05-12,680
19 May 2011,23,9.1,/title/tt1909672/,3,The Mentalist,Strawberries and Cream: Part 1,"(1,281)",2011-05-19,1281
19 May 2011,24,9.5,/title/tt1909673/,3,The Mentalist,Strawberries and Cream: Part 2,"(2,014)",2011-05-19,2014
22 Sep. 2011,1,8.7,/title/tt1964157/,4,The Mentalist,Scarlet Ribbons,"(1,111)",2011-09-22,1111
29 Sep. 2011,2,8.3,/title/tt2008368/,4,The Mentalist,Little Red Book,(832),2011-09-29,832
6 Oct. 2011,3,8.0,/title/tt2010716/,4,The Mentalist,Pretty Red Balloon,(766),2011-10-06,766
13 Oct. 2011,4,8.1,/title/tt2010717/,4,The Mentalist,Ring Around the Rosie,(750),2011-10-13,750
20 Oct. 2011,5,7.7,/title/tt2032263/,4,The Mentalist,Blood and Sand,(716),2011-10-20,716
27 Oct. 2011,6,7.7,/title/tt2069567/,4,The Mentalist,Where in the World is Carmine O'Brien?,(737),2011-10-27,737
3 Nov. 2011,7,9.1,/title/tt2069566/,4,The Mentalist,Blinking Red Light,"(1,419)",2011-11-03,1419
17 Nov. 2011,8,7.8,/title/tt2074986/,4,The Mentalist,Pink Tops,(741),2011-11-17,741
8 Dec. 2011,9,8.0,/title/tt2086717/,4,The Mentalist,The Redshirt,(721),2011-12-08,721
15 Dec. 2011,10,8.5,/title/tt2086716/,4,The Mentalist,Fugue in Red,(847),2011-12-15,847
12 Jan. 2012,11,8.1,/title/tt2095455/,4,The Mentalist,Always Bet on Red,(756),2012-01-12,756
19 Jan. 2012,12,7.8,/title/tt2111961/,4,The Mentalist,My Bloody Valentine,(708),2012-01-19,708
2 Feb. 2012,13,7.8,/title/tt2125334/,4,The Mentalist,Red is the New Black,(720),2012-02-02,720
9 Feb. 2012,14,7.9,/title/tt2125333/,4,The Mentalist,At First Blush,(702),2012-02-09,702
16 Feb. 2012,15,8.2,/title/tt2133043/,4,The Mentalist,War of the Roses,(769),2012-02-16,769
23 Feb. 2012,16,8.1,/title/tt2169795/,4,The Mentalist,His Thoughts Were Red Thoughts,(705),2012-02-23,705
8 Mar. 2012,17,8.0,/title/tt2169797/,4,The Mentalist,Cheap Burgundy,(704),2012-03-08,704
9 Mar. 2012,18,7.6,/title/tt2200787/,4,The Mentalist,Ruddy Cheeks,(655),2012-03-09,655
29 Mar. 2012,19,7.9,/title/tt2213959/,4,The Mentalist,Pink Champagne on Ice,(683),2012-03-29,683
5 Apr. 2012,20,7.9,/title/tt2250999/,4,The Mentalist,Something Rotten in Redmund,(697),2012-04-05,697
26 Apr. 2012,21,8.2,/title/tt2250991/,4,The Mentalist,Ruby Slippers,(933),2012-04-26,933
3 May 2012,22,7.7,/title/tt2250993/,4,The Mentalist,"So Long, and Thanks for All the Red Snapper",(706),2012-05-03,706
10 May 2012,23,8.6,/title/tt2250995/,4,The Mentalist,"Red Rover, Red Rover",(869),2012-05-10,869
17 May 2012,24,9.0,/title/tt2250997/,4,The Mentalist,The Crimson Hat,"(1,411)",2012-05-17,1411
30 Sep. 2012,1,8.6,/title/tt2402469/,5,The Mentalist,The Crimson Ticket,"(1,114)",2012-09-30,1114
7 Oct. 2012,2,8.9,/title/tt2402471/,5,The Mentalist,Devil's Cherry,"(1,353)",2012-10-07,1353
14 Oct. 2012,3,7.8,/title/tt2402473/,5,The Mentalist,Not One Red Cent,(775),2012-10-14,775
21 Oct. 2012,4,7.8,/title/tt2402475/,5,The Mentalist,Blood Feud,(737),2012-10-21,737
28 Oct. 2012,5,8.6,/title/tt2402479/,5,The Mentalist,Red Dawn,"(1,029)",2012-10-28,1029
4 Nov. 2012,6,8.1,/title/tt2402477/,5,The Mentalist,Cherry Picked,(737),2012-11-04,737
11 Nov. 2012,7,7.8,/title/tt2315522/,5,The Mentalist,"If It Bleeds, It Leads",(738),2012-11-11,738
18 Nov. 2012,8,8.8,/title/tt2315524/,5,The Mentalist,Red Sails in the Sunset,"(1,001)",2012-11-18,1001
25 Nov. 2012,9,7.6,/title/tt2379112/,5,The Mentalist,Black Cherry,(698),2012-11-25,698
9 Dec. 2012,10,7.7,/title/tt2467598/,5,The Mentalist,Panama Red,(701),2012-12-09,701
6 Jan. 2013,11,7.9,/title/tt2467600/,5,The Mentalist,Days of Wine and Roses,(713),2013-01-06,713
13 Jan. 2013,12,8.3,/title/tt2476018/,5,The Mentalist,Little Red Corvette,(808),2013-01-13,808
27 Jan. 2013,13,8.5,/title/tt2591694/,5,The Mentalist,The Red Barn,(823),2013-01-27,823
17 Feb. 2013,14,7.9,/title/tt2618254/,5,The Mentalist,Red in Tooth and Claw,(701),2013-02-17,701
3 Mar. 2013,15,7.6,/title/tt2618256/,5,The Mentalist,Red Lacquer Nail Polish,(668),2013-03-03,668
10 Mar. 2013,16,8.6,/title/tt2618262/,5,The Mentalist,There Will Be Blood,(836),2013-03-10,836
17 Mar. 2013,17,7.7,/title/tt2618258/,5,The Mentalist,"Red, White and Blue",(685),2013-03-17,685
24 Mar. 2013,18,7.8,/title/tt2618260/,5,The Mentalist,Behind the Red Curtain,(702),2013-03-24,702
14 Apr. 2013,19,7.7,/title/tt2756136/,5,The Mentalist,Red Letter Day,(673),2013-04-14,673
21 Apr. 2013,20,8.0,/title/tt2756140/,5,The Mentalist,Red Velvet Cupcakes,(675),2013-04-21,675
28 Apr. 2013,21,8.6,/title/tt2756142/,5,The Mentalist,Red and Itchy,(765),2013-04-28,765
5 May 2013,22,8.8,/title/tt2756144/,5,The Mentalist,Red John's Rules,"(1,112)",2013-05-05,1112
29 Sep. 2013,1,8.9,/title/tt2801444/,6,The Mentalist,The Desert Rose,"(1,584)",2013-09-29,1584
6 Oct. 2013,2,8.5,/title/tt3073034/,6,The Mentalist,Black-Winged Redbird,"(1,022)",2013-10-06,1022
13 Oct. 2013,3,8.3,/title/tt3073036/,6,The Mentalist,Wedding in Red,(950),2013-10-13,950
20 Oct. 2013,4,8.8,/title/tt3120228/,6,The Mentalist,Red Listed,"(1,081)",2013-10-20,1081
27 Oct. 2013,5,8.4,/title/tt3135450/,6,The Mentalist,The Red Tattoo,(983),2013-10-27,983
10 Nov. 2013,6,9.1,/title/tt3160200/,6,The Mentalist,Fire and Brimstone,"(1,494)",2013-11-10,1494
17 Nov. 2013,7,8.9,/title/tt3196212/,6,The Mentalist,The Great Red Dragon,"(1,354)",2013-11-17,1354
24 Nov. 2013,8,7.2,/title/tt3196216/,6,The Mentalist,Red John,"(2,631)",2013-11-24,2631
1 Dec. 2013,9,8.4,/title/tt3196218/,6,The Mentalist,My Blue Heaven,"(1,209)",2013-12-01,1209
8 Dec. 2013,10,8.4,/title/tt3275750/,6,The Mentalist,Green Thumb,"(1,020)",2013-12-08,1020
5 Jan. 2014,11,8.3,/title/tt3275752/,6,The Mentalist,White Lines,(903),2014-01-05,903
12 Jan. 2014,12,8.2,/title/tt3275748/,6,The Mentalist,The Golden Hammer,(849),2014-01-12,849
9 Mar. 2014,13,7.9,/title/tt3275758/,6,The Mentalist,Black Helicopters,(722),2014-03-09,722
16 Mar. 2014,14,7.8,/title/tt3275754/,6,The Mentalist,Grey Water,(721),2014-03-16,721
23 Mar. 2014,15,8.1,/title/tt3275756/,6,The Mentalist,White as the Driven Snow,(797),2014-03-23,797
30 Mar. 2014,16,8.7,/title/tt3275760/,6,The Mentalist,Violets,(920),2014-03-30,920
13 Apr. 2014,17,8.1,/title/tt3275762/,6,The Mentalist,Silver Wings of Time,(693),2014-04-13,693
20 Apr. 2014,18,7.7,/title/tt3275770/,6,The Mentalist,Forest Green,(644),2014-04-20,644
27 Apr. 2014,19,8.0,/title/tt3275768/,6,The Mentalist,Brown Eyed Girls,(661),2014-04-27,661
4 May 2014,20,8.3,/title/tt3275766/,6,The Mentalist,Il Tavolo Bianco,(694),2014-05-04,694
11 May 2014,21,8.3,/title/tt3275764/,6,The Mentalist,Black Hearts,(709),2014-05-11,709
18 May 2014,22,9.1,/title/tt3275772/,6,The Mentalist,Blue Bird,"(1,738)",2014-05-18,1738
30 Nov. 2014,1,8.1,/title/tt3760348/,7,The Mentalist,Nothing But Blue Skies,(836),2014-11-30,836
7 Dec. 2014,2,8.1,/title/tt3775824/,7,The Mentalist,The Greybar Hotel,(714),2014-12-07,714
14 Dec. 2014,3,8.2,/title/tt3775826/,7,The Mentalist,Orange Blossom Ice Cream,(715),2014-12-14,715
