episode_date,episode_number,rating,rel_link,season_num,show,title,votes
6 Dec. 2018,10,7.5,/title/tt6674710/,12,The Big Bang Theory,The VCR Illumination,(969)
3 Jan. 2019,11,7.3,/title/tt6674706/,12,The Big Bang Theory,The Paintball Scattering,(921)
10 Jan. 2019,12,7.2,/title/tt6674708/,12,The Big Bang Theory,The Propagation Proposition,(888)
17 Jan. 2019,13,7.2,/title/tt6674714/,12,The Big Bang Theory,The Confirmation Polarization,(865)
31 Jan. 2019,14,7.1,/title/tt6674712/,12,The Big Bang Theory,The Meteorite Manifestation,(852)
7 Feb. 2019,15,7.6,/title/tt6674716/,12,The Big Bang Theory,The Donation Oscillation,(868)
21 Feb. 2019,16,8.1,/title/tt6674718/,12,The Big Bang Theory,The D & D Vortex,(973)
7 Mar. 2019,17,7.1,/title/tt6674726/,12,The Big Bang Theory,The Conference Valuation,(821)
4 Apr. 2019,18,7.1,/title/tt6674724/,12,The Big Bang Theory,The Laureate Accumulation,(762)
18 Apr. 2019,19,7.0,/title/tt6674720/,12,The Big Bang Theory,The Inspiration Deprivation,(754)
25 Apr. 2019,20,7.2,/title/tt6674728/,12,The Big Bang Theory,The Decision Reverberation,(735)
2 May 2019,21,7.3,/title/tt6674732/,12,The Big Bang Theory,The Plagiarism Schism,(734)
9 May 2019,22,8.0,/title/tt6674730/,12,The Big Bang Theory,The Maternal Conclusion,(946)
16 May 2019,23,9.3,/title/tt6674734/,12,The Big Bang Theory,The Change Constant,"(1,953)"
16 May 2019,24,9.6,/title/tt6674736/,12,The Big Bang Theory,The Stockholm Syndrome,"(3,253)"
,0,Unrated,/title/tt1527242/,1,30 Rock,Unaired Pilot,Unrated
11 Oct. 2006,1,7.4,/title/tt0849809/,1,30 Rock,Pilot,"(1,219)"
18 Oct. 2006,2,7.6,/title/tt0883001/,1,30 Rock,The Aftermath,"(1,021)"
25 Oct. 2006,3,8.0,/title/tt0865981/,1,30 Rock,Blind Date,"(1,009)"
1 Nov. 2006,4,7.7,/title/tt0883000/,1,30 Rock,Jack the Writer,(921)
16 Nov. 2006,5,8.2,/title/tt0882999/,1,30 Rock,Jack-Tor,(925)
30 Nov. 2006,6,7.8,/title/tt0910580/,1,30 Rock,Jack Meets Dennis,(836)
7 Dec. 2006,7,8.4,/title/tt0876931/,1,30 Rock,Tracy Does Conan,(938)
14 Dec. 2006,8,7.9,/title/tt0905647/,1,30 Rock,The Break-Up,(816)
4 Jan. 2007,9,8.0,/title/tt0931394/,1,30 Rock,The Baby Show,(799)
11 Jan. 2007,10,8.1,/title/tt0915758/,1,30 Rock,The Rural Juror,(841)
18 Jan. 2007,11,8.2,/title/tt0920916/,1,30 Rock,The Head and the Hair,(820)
1 Feb. 2007,12,8.5,/title/tt0909393/,1,30 Rock,Black Tie,"(1,004)"
8 Feb. 2007,13,8.1,/title/tt0944245/,1,30 Rock,Up All Night,(794)
15 Feb. 2007,14,8.0,/title/tt0892439/,1,30 Rock,The C Word,(773)
22 Feb. 2007,15,8.4,/title/tt0944244/,1,30 Rock,Hard Ball,(809)
1 Mar. 2007,16,8.0,/title/tt0971260/,1,30 Rock,The Source Awards,(800)
8 Mar. 2007,17,7.9,/title/tt0974983/,1,30 Rock,The Fighting Irish,(794)
5 Apr. 2007,18,8.3,/title/tt0971259/,1,30 Rock,Fireworks,(773)
12 Apr. 2007,19,7.9,/title/tt1001596/,1,30 Rock,Corporate Crush,(723)
19 Apr. 2007,20,8.1,/title/tt1001595/,1,30 Rock,Cleveland,(764)
26 Apr. 2007,21,8.2,/title/tt1001571/,1,30 Rock,Hiatus,(747)
4 Oct. 2007,1,8.3,/title/tt1001572/,2,30 Rock,SeinfeldVision,(832)
11 Oct. 2007,2,8.1,/title/tt1001584/,2,30 Rock,Jack Gets in the Game,(719)
18 Oct. 2007,3,7.8,/title/tt1001588/,2,30 Rock,The Collection,(690)
25 Oct. 2007,4,8.2,/title/tt1001589/,2,30 Rock,Rosemary's Baby,(778)
8 Nov. 2007,5,8.3,/title/tt1001590/,2,30 Rock,Greenzo,(781)
15 Nov. 2007,6,8.2,/title/tt1001591/,2,30 Rock,Somebody to Love,(710)
29 Nov. 2007,7,8.1,/title/tt1001592/,2,30 Rock,Cougars,(719)
6 Dec. 2007,8,8.0,/title/tt1001593/,2,30 Rock,Secrets and Lies,(667)
13 Dec. 2007,9,8.2,/title/tt1001594/,2,30 Rock,Ludachristmas,(707)
10 Jan. 2008,10,8.1,/title/tt1001574/,2,30 Rock,Episode 210,(749)
10 Apr. 2008,11,8.4,/title/tt1001575/,2,30 Rock,MILF Island,(764)
17 Apr. 2008,12,7.8,/title/tt1001576/,2,30 Rock,Subway Hero,(651)
24 Apr. 2008,13,8.4,/title/tt1001577/,2,30 Rock,Succession,(704)
1 May 2008,14,8.2,/title/tt1001578/,2,30 Rock,Sandwich Day,(686)
8 May 2008,15,8.5,/title/tt1001579/,2,30 Rock,Cooter,(729)
30 Oct. 2008,1,8.3,/title/tt1236458/,3,30 Rock,Do-Over,(739)
6 Nov. 2008,2,8.6,/title/tt1248341/,3,30 Rock,Believe in the Stars,(800)
13 Nov. 2008,3,8.1,/title/tt1248345/,3,30 Rock,The One with the Cast of 'Night Court',(753)
20 Nov. 2008,4,8.1,/title/tt1248346/,3,30 Rock,Gavin Volure,(696)
4 Dec. 2008,5,8.6,/title/tt1248347/,3,30 Rock,Reunion,(744)
11 Dec. 2008,6,7.8,/title/tt1248348/,3,30 Rock,Christmas Special,(630)
8 Jan. 2009,7,8.2,/title/tt1248349/,3,30 Rock,Señor Macho Solo,(650)
15 Jan. 2009,8,7.9,/title/tt1248350/,3,30 Rock,Flu Shot,(616)
22 Jan. 2009,9,8.1,/title/tt1248351/,3,30 Rock,Retreat to Move Forward,(628)
5 Feb. 2009,10,8.7,/title/tt1248331/,3,30 Rock,Generalissimo,(739)
12 Feb. 2009,11,8.3,/title/tt1248332/,3,30 Rock,St. Valentine's Day,(682)
26 Feb. 2009,12,8.2,/title/tt1248333/,3,30 Rock,Larry King,(616)
5 Mar. 2009,13,8.1,/title/tt1248334/,3,30 Rock,"Goodbye, My Friend",(632)
12 Mar. 2009,14,8.4,/title/tt1248335/,3,30 Rock,The Funcooker,(652)
19 Mar. 2009,15,8.2,/title/tt1248336/,3,30 Rock,The Bubble,(606)
26 Mar. 2009,16,8.6,/title/tt1248337/,3,30 Rock,"Apollo, Apollo",(653)
9 Apr. 2009,17,7.7,/title/tt1248338/,3,30 Rock,Cutbacks,(568)
16 Apr. 2009,18,8.1,/title/tt1248339/,3,30 Rock,Jackie Jormp-Jomp,(578)
23 Apr. 2009,19,8.1,/title/tt1248340/,3,30 Rock,The Ones,(577)
30 Apr. 2009,20,8.0,/title/tt1248342/,3,30 Rock,The Natural Order,(560)
7 May 2009,21,8.1,/title/tt1248343/,3,30 Rock,Mamma Mia,(590)
14 May 2009,22,8.7,/title/tt1248344/,3,30 Rock,Kidney Now!,(740)
15 Oct. 2009,1,7.8,/title/tt1490049/,4,30 Rock,Season 4,(587)
22 Oct. 2009,2,7.9,/title/tt1505446/,4,30 Rock,Into the Crevasse,(582)
29 Oct. 2009,3,7.9,/title/tt1509289/,4,30 Rock,Stone Mountain,(568)
5 Nov. 2009,4,8.0,/title/tt1510992/,4,30 Rock,Audition Day,(541)
12 Nov. 2009,5,8.0,/title/tt1528318/,4,30 Rock,The Problem Solvers,(545)
19 Nov. 2009,6,7.8,/title/tt1528319/,4,30 Rock,Sun Tea,(543)
3 Dec. 2009,7,8.3,/title/tt1528320/,4,30 Rock,Dealbreakers Talk Show #0001,(584)
10 Dec. 2009,8,8.1,/title/tt1540153/,4,30 Rock,Secret Santa,(565)
14 Jan. 2010,9,8.5,/title/tt1564387/,4,30 Rock,Klaus and Greta,(588)
14 Jan. 2010,10,8.1,/title/tt1574398/,4,30 Rock,Black Light Attack!,(533)
21 Jan. 2010,11,7.6,/title/tt1574399/,4,30 Rock,Winter Madness,(538)
4 Feb. 2010,12,7.8,/title/tt1590351/,4,30 Rock,Verna,(527)
11 Feb. 2010,13,8.6,/title/tt1590350/,4,30 Rock,Anna Howard Shaw Day,(607)
11 Mar. 2010,14,8.0,/title/tt1612622/,4,30 Rock,Future Husband,(497)
18 Mar. 2010,15,8.1,/title/tt1609184/,4,30 Rock,"Don Geiss, America and Hope",(510)
25 Mar. 2010,16,8.0,/title/tt1619911/,4,30 Rock,Floyd,(501)
22 Apr. 2010,17,8.0,/title/tt1635824/,4,30 Rock,Lee Marvin vs. Derek Jeter,(501)
22 Apr. 2010,18,7.6,/title/tt1635823/,4,30 Rock,Khonani,(486)
29 Apr. 2010,19,7.8,/title/tt1635822/,4,30 Rock,Argus,(478)
6 May 2010,20,8.0,/title/tt1642674/,4,30 Rock,The Moms,(506)
13 May 2010,21,8.2,/title/tt1642672/,4,30 Rock,Emanuelle Goes to Dinosaur Land,(524)
20 May 2010,22,8.6,/title/tt1642673/,4,30 Rock,I Do Do,(587)
23 Sep. 2010,1,8.1,/title/tt1635806/,5,30 Rock,The Fabian Strategy,(544)
30 Sep. 2010,2,8.3,/title/tt1635814/,5,30 Rock,"When It Rains, It Pours",(545)
7 Oct. 2010,3,7.9,/title/tt1635815/,5,30 Rock,Let's Stay Together,(494)
14 Oct. 2010,4,8.7,/title/tt1635816/,5,30 Rock,Live Show,(812)
21 Oct. 2010,5,8.2,/title/tt1635817/,5,30 Rock,Reaganing,(526)
4 Nov. 2010,6,8.0,/title/tt1635818/,5,30 Rock,Gentleman's Intermission,(494)
11 Nov. 2010,7,8.1,/title/tt1635819/,5,30 Rock,Brooklyn Without Limits,(520)
18 Nov. 2010,8,8.0,/title/tt1635820/,5,30 Rock,College,(491)
2 Dec. 2010,9,7.8,/title/tt1635821/,5,30 Rock,Chain Reaction of Mental Anguish,(484)
9 Dec. 2010,10,8.1,/title/tt1635807/,5,30 Rock,Christmas Attack Zone,(493)
20 Jan. 2011,11,8.4,/title/tt1635808/,5,30 Rock,Mrs. Donaghy,(521)
27 Jan. 2011,12,8.5,/title/tt1635809/,5,30 Rock,Operation Righteous Cowboy Lightning,(555)
3 Feb. 2011,13,8.1,/title/tt1635810/,5,30 Rock,¡Qué Sorpresa!,(492)
10 Feb. 2011,14,8.5,/title/tt1635811/,5,30 Rock,Double-Edged Sword,(553)
17 Feb. 2011,15,8.3,/title/tt1635812/,5,30 Rock,It's Never Too Late for Now,(529)
24 Feb. 2011,16,8.4,/title/tt1635813/,5,30 Rock,TGS Hates Women,(610)
17 Mar. 2011,17,7.7,/title/tt1842553/,5,30 Rock,Queen of Jordan,(653)
24 Mar. 2011,18,8.0,/title/tt1842554/,5,30 Rock,Plan B,(477)
14 Apr. 2011,19,7.8,/title/tt1842555/,5,30 Rock,I Heart Connecticut,(458)
21 Apr. 2011,20,8.2,/title/tt1842556/,5,30 Rock,100: Part 1,(517)
21 Apr. 2011,21,8.6,/title/tt2382106/,5,30 Rock,100: Part 2,(374)
28 Apr. 2011,22,8.1,/title/tt1842558/,5,30 Rock,Everything Sunny All the Time Always,(496)
5 May 2011,23,7.8,/title/tt1868106/,5,30 Rock,Respawn,(460)
12 Jan. 2012,1,8.1,/title/tt2150579/,6,30 Rock,Dance Like Nobody's Watching,(492)
19 Jan. 2012,2,8.0,/title/tt2158899/,6,30 Rock,Idiots Are People Two!,(467)
26 Jan. 2012,3,8.1,/title/tt2179303/,6,30 Rock,Idiots Are People Three!,(450)
26 Jan. 2012,4,7.9,/title/tt2191917/,6,30 Rock,The Ballad of Kenneth Parcell,(451)
2 Feb. 2012,5,8.0,/title/tt2191919/,6,30 Rock,Today You Are a Man,(425)
9 Feb. 2012,6,8.0,/title/tt2105091/,6,30 Rock,"Hey, Baby, What's Wrong?: Part 1",(460)
9 Feb. 2012,7,8.1,/title/tt2372246/,6,30 Rock,"Hey, Baby, What's Wrong?: Part 2",(333)
16 Feb. 2012,8,8.5,/title/tt2235831/,6,30 Rock,The Tuxedo Begins,(547)
23 Feb. 2012,9,8.2,/title/tt2239013/,6,30 Rock,Leap Day,(516)
1 Mar. 2012,10,7.8,/title/tt2239015/,6,30 Rock,Alexis Goodlooking and the Case of the Missing Whisky,(417)
8 Mar. 2012,11,8.2,/title/tt2247157/,6,30 Rock,Standards and Practices,(477)
15 Mar. 2012,12,7.8,/title/tt2268675/,6,30 Rock,St. Patrick's Day,(431)
22 Mar. 2012,13,7.7,/title/tt2288183/,6,30 Rock,Grandmentor,(409)
22 Mar. 2012,14,8.4,/title/tt2301311/,6,30 Rock,Kidnapped by Danger,(488)
29 Mar. 2012,15,7.6,/title/tt2306893/,6,30 Rock,The Shower Principle,(382)
5 Apr. 2012,16,7.8,/title/tt2318791/,6,30 Rock,Nothing Left to Lose,(391)
12 Apr. 2012,17,7.7,/title/tt2327679/,6,30 Rock,Meet the Woggels!,(408)
19 Apr. 2012,18,7.9,/title/tt2336545/,6,30 Rock,Murphy Brown Lied to Us,(408)
26 Apr. 2012,19,8.8,/title/tt2336547/,6,30 Rock,Live from Studio 6H,(670)
3 May 2012,20,7.4,/title/tt2361603/,6,30 Rock,Queen of Jordan 2: The Mystery of the Phantom Pooper,(480)
10 May 2012,21,7.9,/title/tt2372467/,6,30 Rock,The Return of Avery Jessup,(391)
17 May 2012,22,8.1,/title/tt2396785/,6,30 Rock,What Will Happen to the Gang Next Year?,(413)
4 Oct. 2012,1,7.8,/title/tt2224126/,7,30 Rock,The Beginning of the End,(428)
11 Oct. 2012,2,7.8,/title/tt2407860/,7,30 Rock,Governor Dunston,(428)
18 Oct. 2012,3,8.0,/title/tt2424854/,7,30 Rock,Stride of Pride,(403)
25 Oct. 2012,4,8.0,/title/tt2439868/,7,30 Rock,Unwindulax,(413)
31 Oct. 2012,5,7.7,/title/tt2445808/,7,30 Rock,There's No I in America,(389)
15 Nov. 2012,6,7.7,/title/tt2487140/,7,30 Rock,Aunt Phatso vs. Jack Donaghy,(378)
29 Nov. 2012,7,8.4,/title/tt2514464/,7,30 Rock,"Mazel Tov, Dummies!",(407)
6 Dec. 2012,8,8.1,/title/tt2539360/,7,30 Rock,My Whole Life Is Thunder,(403)
10 Jan. 2013,9,8.4,/title/tt2587572/,7,30 Rock,Game Over,(432)
17 Jan. 2013,10,8.1,/title/tt2569748/,7,30 Rock,Florida,(380)
24 Jan. 2013,11,8.5,/title/tt2627896/,7,30 Rock,A Goon's Deed in a Weary World,(419)
31 Jan. 2013,12,9.1,/title/tt2646974/,7,30 Rock,Hogcock!/Last Lunch,(689)
Jun. 2003,0,7.8,/title/tt0533518/,1,Buffy the Vampire Slayer,Unaired Pilot,"(1,289)"
10 Mar. 1997,1,8.5,/title/tt0452716/,1,Buffy the Vampire Slayer,Welcome to the Hellmouth,"(3,265)"
10 Mar. 1997,2,8.3,/title/tt0533501/,1,Buffy the Vampire Slayer,The Harvest,"(2,811)"
17 Mar. 1997,3,8.2,/title/tt0533527/,1,Buffy the Vampire Slayer,Witch,"(2,830)"
24 Mar. 1997,4,7.6,/title/tt0533494/,1,Buffy the Vampire Slayer,Teacher's Pet,"(2,724)"
31 Mar. 1997,5,8.0,/title/tt0533459/,1,Buffy the Vampire Slayer,Never Kill a Boy on the First Date,"(2,578)"
7 Apr. 1997,6,8.0,/title/tt0533505/,1,Buffy the Vampire Slayer,The Pack,"(2,696)"
14 Apr. 1997,7,8.9,/title/tt0533388/,1,Buffy the Vampire Slayer,Angel,"(2,813)"
28 Apr. 1997,8,7.4,/title/tt0533445/,1,Buffy the Vampire Slayer,"I, Robot... You, Jane","(2,603)"
5 May 1997,9,8.2,/title/tt0533507/,1,Buffy the Vampire Slayer,The Puppet Show,"(2,647)"
12 May 1997,10,8.6,/title/tt0533462/,1,Buffy the Vampire Slayer,Nightmares,"(2,581)"
19 May 1997,11,8.2,/title/tt0533467/,1,Buffy the Vampire Slayer,"Out of Mind, Out of Sight","(2,517)"
2 Jun. 1997,12,9.1,/title/tt0533474/,1,Buffy the Vampire Slayer,Prophecy Girl,"(2,798)"
15 Sep. 1997,1,8.6,/title/tt0533523/,2,Buffy the Vampire Slayer,When She Was Bad,"(2,546)"
22 Sep. 1997,2,7.7,/title/tt0533487/,2,Buffy the Vampire Slayer,Some Assembly Required,"(2,387)"
29 Sep. 1997,3,9.1,/title/tt0533480/,2,Buffy the Vampire Slayer,School Hard,"(2,697)"
6 Oct. 1997,4,7.8,/title/tt0533447/,2,Buffy the Vampire Slayer,Inca Mummy Girl,"(2,427)"
13 Oct. 1997,5,7.8,/title/tt0533476/,2,Buffy the Vampire Slayer,Reptile Boy,"(2,384)"
27 Oct. 1997,6,9.1,/title/tt0533437/,2,Buffy the Vampire Slayer,Halloween,"(2,918)"
3 Nov. 1997,7,8.7,/title/tt0533453/,2,Buffy the Vampire Slayer,Lie to Me,"(2,476)"
10 Nov. 1997,8,8.3,/title/tt0533497/,2,Buffy the Vampire Slayer,The Dark Age,"(2,285)"
17 Nov. 1997,9,8.7,/title/tt0533521/,2,Buffy the Vampire Slayer,What's My Line?: Part 1,"(2,347)"
24 Nov. 1997,10,8.9,/title/tt0533522/,2,Buffy the Vampire Slayer,What's My Line?: Part 2,"(2,380)"
8 Dec. 1997,11,8.1,/title/tt0533495/,2,Buffy the Vampire Slayer,Ted,"(2,442)"
12 Jan. 1998,12,6.7,/title/tt0533391/,2,Buffy the Vampire Slayer,Bad Eggs,"(2,359)"
19 Jan. 1998,13,9.0,/title/tt0533492/,2,Buffy the Vampire Slayer,Surprise,"(2,526)"
20 Jan. 1998,14,9.4,/title/tt0533448/,2,Buffy the Vampire Slayer,Innocence,"(2,906)"
27 Jan. 1998,15,8.5,/title/tt0533471/,2,Buffy the Vampire Slayer,Phases,"(2,288)"
10 Feb. 1998,16,9.0,/title/tt0533401/,2,Buffy the Vampire Slayer,"Bewitched, Bothered and Bewildered","(2,823)"
24 Feb. 1998,17,9.5,/title/tt0533470/,2,Buffy the Vampire Slayer,Passion,"(3,196)"
3 Mar. 1998,18,8.0,/title/tt0533451/,2,Buffy the Vampire Slayer,Killed by Death,"(2,343)"
21 Apr. 1998,19,8.9,/title/tt0533444/,2,Buffy the Vampire Slayer,I Only Have Eyes for You,"(2,616)"
5 May 1998,20,6.9,/title/tt0533431/,2,Buffy the Vampire Slayer,Go Fish,"(2,367)"
12 May 1998,21,9.3,/title/tt0533397/,2,Buffy the Vampire Slayer,Becoming: Part 1,"(2,765)"
19 May 1998,22,9.6,/title/tt0533398/,2,Buffy the Vampire Slayer,Becoming: Part 2,"(3,308)"
29 Sep. 1998,1,8.4,/title/tt0533389/,3,Buffy the Vampire Slayer,Anne,"(2,569)"
6 Oct. 1998,2,8.2,/title/tt0533411/,3,Buffy the Vampire Slayer,Dead Man's Party,"(2,268)"
13 Oct. 1998,3,8.7,/title/tt0533422/,3,Buffy the Vampire Slayer,"Faith, Hope & Trick","(2,410)"
20 Oct. 1998,4,8.2,/title/tt0533396/,3,Buffy the Vampire Slayer,Beauty and the Beasts,"(2,258)"
3 Nov. 1998,5,8.6,/title/tt0533442/,3,Buffy the Vampire Slayer,Homecoming,"(2,175)"
10 Nov. 1998,6,9.0,/title/tt0533393/,3,Buffy the Vampire Slayer,Band Candy,"(2,578)"
17 Nov. 1998,7,8.7,/title/tt0533478/,3,Buffy the Vampire Slayer,Revelations,"(2,280)"
24 Nov. 1998,8,8.8,/title/tt0533458/,3,Buffy the Vampire Slayer,Lovers Walk,"(2,821)"
8 Dec. 1998,9,9.4,/title/tt0533510/,3,Buffy the Vampire Slayer,The Wish,"(2,892)"
15 Dec. 1998,10,8.8,/title/tt0533387/,3,Buffy the Vampire Slayer,Amends,"(2,456)"
12 Jan. 1999,11,6.2,/title/tt0533430/,3,Buffy the Vampire Slayer,Gingerbread,"(2,231)"
19 Jan. 1999,12,8.8,/title/tt0533440/,3,Buffy the Vampire Slayer,Helpless,"(2,292)"
26 Jan. 1999,13,9.0,/title/tt0533512/,3,Buffy the Vampire Slayer,The Zeppo,"(2,817)"
9 Feb. 1999,14,8.8,/title/tt0533392/,3,Buffy the Vampire Slayer,Bad Girls,"(2,333)"
16 Feb. 1999,15,8.7,/title/tt0533408/,3,Buffy the Vampire Slayer,Consequences,"(2,210)"
23 Feb. 1999,16,9.4,/title/tt0533415/,3,Buffy the Vampire Slayer,Doppelgangland,"(2,950)"
16 Mar. 1999,17,9.0,/title/tt0533420/,3,Buffy the Vampire Slayer,Enemies,"(2,273)"
28 Sep. 1999,18,9.1,/title/tt0533417/,3,Buffy the Vampire Slayer,Earshot,"(2,444)"
4 May 1999,19,8.7,/title/tt0533406/,3,Buffy the Vampire Slayer,Choices,"(2,196)"
11 May 1999,20,9.1,/title/tt0533506/,3,Buffy the Vampire Slayer,The Prom,"(2,432)"
18 May 1999,21,9.3,/title/tt0533434/,3,Buffy the Vampire Slayer,Graduation Day: Part 1,"(2,546)"
13 Jul. 1999,22,9.4,/title/tt0533435/,3,Buffy the Vampire Slayer,Graduation Day: Part 2,"(2,697)"
5 Oct. 1999,1,8.4,/title/tt0533498/,4,Buffy the Vampire Slayer,The Freshman,"(2,239)"
12 Oct. 1999,2,8.2,/title/tt0533457/,4,Buffy the Vampire Slayer,Living Conditions,"(2,269)"
19 Oct. 1999,3,8.6,/title/tt0533500/,4,Buffy the Vampire Slayer,The Harsh Light of Day,"(2,112)"
26 Oct. 1999,4,8.9,/title/tt0533424/,4,Buffy the Vampire Slayer,Fear Itself,"(2,356)"
2 Nov. 1999,5,5.0,/title/tt0533399/,4,Buffy the Vampire Slayer,Beer Bad,"(2,467)"
9 Nov. 1999,6,8.6,/title/tt0533526/,4,Buffy the Vampire Slayer,Wild at Heart,"(2,139)"
16 Nov. 1999,7,8.2,/title/tt0533503/,4,Buffy the Vampire Slayer,The Initiative,"(1,718)"
23 Nov. 1999,8,8.7,/title/tt0533469/,4,Buffy the Vampire Slayer,Pangs,"(2,228)"
30 Nov. 1999,9,9.2,/title/tt0533488/,4,Buffy the Vampire Slayer,Something Blue,"(2,554)"
14 Dec. 1999,10,9.7,/title/tt0533443/,4,Buffy the Vampire Slayer,Hush,"(5,349)"
18 Jan. 2000,11,8.3,/title/tt0533414/,4,Buffy the Vampire Slayer,Doomed,"(2,067)"
25 Jan. 2000,12,8.8,/title/tt0533384/,4,Buffy the Vampire Slayer,A New Man,"(2,112)"
8 Feb. 2000,13,6.2,/title/tt0533502/,4,Buffy the Vampire Slayer,The I in Team,"(1,846)"
15 Feb. 2000,14,5.8,/title/tt0533433/,4,Buffy the Vampire Slayer,Goodbye Iowa,"(1,923)"
22 Feb. 2000,15,8.9,/title/tt0533513/,4,Buffy the Vampire Slayer,This Year's Girl,"(2,213)"
29 Feb. 2000,16,9.3,/title/tt0533525/,4,Buffy the Vampire Slayer,Who Are You?,"(2,364)"
4 Apr. 2000,17,5.7,/title/tt0533491/,4,Buffy the Vampire Slayer,Superstar,"(2,354)"
25 Apr. 2000,18,7.3,/title/tt0533524/,4,Buffy the Vampire Slayer,Where the Wild Things Are,"(2,287)"
2 May 2000,19,8.7,/title/tt0533461/,4,Buffy the Vampire Slayer,New Moon Rising,"(2,100)"
9 May 2000,20,8.7,/title/tt0533511/,4,Buffy the Vampire Slayer,The Yoko Factor,"(2,035)"
16 May 2000,21,8.9,/title/tt0533473/,4,Buffy the Vampire Slayer,Primeval,"(2,093)"
23 May 2000,22,9.2,/title/tt0533477/,4,Buffy the Vampire Slayer,Restless,"(3,017)"
26 Sep. 2000,1,8.3,/title/tt0533404/,5,Buffy the Vampire Slayer,Buffy vs. Dracula,"(2,193)"
3 Oct. 2000,2,6.5,/title/tt0533475/,5,Buffy the Vampire Slayer,Real Me,"(1,746)"
10 Oct. 2000,3,8.6,/title/tt0533508/,5,Buffy the Vampire Slayer,The Replacement,"(1,950)"
17 Oct. 2000,4,8.2,/title/tt0533468/,5,Buffy the Vampire Slayer,Out of My Mind,"(1,811)"
24 Oct. 2000,5,7.1,/title/tt0533463/,5,Buffy the Vampire Slayer,No Place Like Home,"(1,769)"
7 Nov. 2000,6,7.1,/title/tt0533423/,5,Buffy the Vampire Slayer,Family,"(1,924)"
14 Nov. 2000,7,9.4,/title/tt0533427/,5,Buffy the Vampire Slayer,Fool for Love,"(2,554)"
21 Nov. 2000,8,6.4,/title/tt0533483/,5,Buffy the Vampire Slayer,Shadow,"(1,633)"
28 Nov. 2000,9,5.9,/title/tt0533456/,5,Buffy the Vampire Slayer,Listening to Fear,"(1,702)"
19 Dec. 2000,10,6.5,/title/tt0533450/,5,Buffy the Vampire Slayer,Into the Woods,"(1,852)"
9 Jan. 2001,11,7.0,/title/tt0533516/,5,Buffy the Vampire Slayer,Triangle,"(1,840)"
23 Jan. 2001,12,8.8,/title/tt0533405/,5,Buffy the Vampire Slayer,Checkpoint,"(1,902)"
6 Feb. 2001,13,8.7,/title/tt0533402/,5,Buffy the Vampire Slayer,Blood Ties,"(1,821)"
13 Feb. 2001,14,9.0,/title/tt0533410/,5,Buffy the Vampire Slayer,Crush,"(1,928)"
20 Feb. 2001,15,6.2,/title/tt0533446/,5,Buffy the Vampire Slayer,I Was Made to Love You,"(1,767)"
27 Feb. 2001,16,9.7,/title/tt0533496/,5,Buffy the Vampire Slayer,The Body,"(4,707)"
17 Apr. 2001,17,8.7,/title/tt0533428/,5,Buffy the Vampire Slayer,Forever,"(1,924)"
24 Apr. 2001,18,8.9,/title/tt0533449/,5,Buffy the Vampire Slayer,Intervention,"(1,983)"
1 May 2001,19,7.0,/title/tt0533515/,5,Buffy the Vampire Slayer,Tough Love,"(1,715)"
8 May 2001,20,7.1,/title/tt0533489/,5,Buffy the Vampire Slayer,Spiral,"(1,759)"
15 May 2001,21,7.0,/title/tt0533509/,5,Buffy the Vampire Slayer,The Weight of the World,"(1,710)"
22 May 2001,22,9.7,/title/tt0533499/,5,Buffy the Vampire Slayer,The Gift,"(3,343)"
2 Oct. 2001,1,7.1,/title/tt0533394/,6,Buffy the Vampire Slayer,Bargaining: Part 1,"(1,887)"
2 Oct. 2001,2,7.2,/title/tt0533395/,6,Buffy the Vampire Slayer,Bargaining: Part 2,"(1,784)"
9 Oct. 2001,3,7.0,/title/tt0533385/,6,Buffy the Vampire Slayer,After Life,"(1,602)"
16 Oct. 2001,4,6.4,/title/tt0533426/,6,Buffy the Vampire Slayer,Flooded,"(1,529)"
23 Oct. 2001,5,7.1,/title/tt0533455/,6,Buffy the Vampire Slayer,Life Serial,"(1,632)"
30 Oct. 2001,6,6.2,/title/tt0533386/,6,Buffy the Vampire Slayer,All the Way,"(1,605)"
6 Nov. 2001,7,9.8,/title/tt0533466/,6,Buffy the Vampire Slayer,"Once More, with Feeling","(7,444)"
13 Nov. 2001,8,9.4,/title/tt0533493/,6,Buffy the Vampire Slayer,Tabula Rasa,"(2,639)"
20 Nov. 2001,9,7.0,/title/tt0533486/,6,Buffy the Vampire Slayer,Smashed,"(1,800)"
27 Nov. 2001,10,6.8,/title/tt0533528/,6,Buffy the Vampire Slayer,Wrecked,"(1,691)"
8 Jan. 2002,11,7.0,/title/tt0533432/,6,Buffy the Vampire Slayer,Gone,"(1,584)"
29 Jan. 2002,12,5.7,/title/tt0533416/,6,Buffy the Vampire Slayer,Doublemeat Palace,"(1,769)"
5 Feb. 2002,13,6.7,/title/tt0533412/,6,Buffy the Vampire Slayer,Dead Things,"(1,574)"
12 Feb. 2002,14,6.8,/title/tt0533465/,6,Buffy the Vampire Slayer,Older and Far Away,"(1,529)"
26 Feb. 2002,15,5.7,/title/tt0533390/,6,Buffy the Vampire Slayer,As You Were,"(1,680)"
5 Mar. 2002,16,8.2,/title/tt0533438/,6,Buffy the Vampire Slayer,Hell's Bells,"(1,760)"
